Bulb_Data,Fan_Data,Humidity_Data,Temperature_Data,Valve_Data,Message_Temp,Message_Humid
1,1,44.4,41.7,1,Too hot,Too dry
1,1,44,41.8,1,Too hot,Too dry
1,1,47.8,41.3,1,Too hot,Too dry
1,1,48,40.4,1,Moderate,Too dry
1,1,45.3,39.5,1,Moderate,Too dry
1,1,44.4,39.4,1,Moderate,Too dry
1,1,44.6,40.9,1,Moderate,Too dry
1,1,45.3,42,1,Too hot,Too dry
0,1,46.8,41.6,1,Too hot,Too dry
1,1,48.1,40.7,1,Moderate,Too dry
1,1,47.4,39.5,1,Moderate,Too dry
1,1,45.4,41.8,1,Too hot,Too dry
1,1,44.1,39.1,1,Moderate,Too dry
1,1,44.8,39.7,1,Moderate,Too dry
1,1,48.3,41.1,1,Too hot,Too dry
0,1,43.8,41.7,1,Too hot,Too dry
0,1,47.9,39.9,0,Moderate,Too dry
0,0,48.6,39,0,Moderate,Too dry
1,0,46.8,41.5,1,Too hot,Too dry
1,1,45.3,39,1,Moderate,Too dry
1,1,46.3,40.4,1,Moderate,Too dry
0,1,47.7,41.3,1,Too hot,Too dry
0,1,45.8,41.3,1,Too hot,Too dry
1,1,47.4,39.2,1,Moderate,Too dry
1,1,47.7,39.8,1,Moderate,Too dry
1,1,45.4,41.5,1,Too hot,Too dry
1,1,44.6,39,1,Moderate,Too dry
1,1,46.8,39.5,1,Moderate,Too dry
0,1,47.6,39.2,0,Moderate,Too dry
0,0,45,39.9,1,Moderate,Too dry
0,1,48.5,41.4,1,Too hot,Too dry
0,1,49.2,41.8,0,Too hot,Too dry
1,0,48.1,41.5,1,Too hot,Too dry
0,1,48.7,40.7,0,Moderate,Too dry
1,0,46.6,39.8,1,Moderate,Too dry
0,1,44.8,39.3,0,Moderate,Too dry
0,0,44.2,40.5,0,Moderate,Too dry
0,0,44.8,41.8,0,Too hot,Too dry
0,0,46.1,42.1,0,Too hot,Too dry
0,0,48,40.8,0,Moderate,Too dry
0,0,47.9,39.7,0,Moderate,Too dry
0,0,45.5,41.8,0,Too hot,Too dry
0,0,44.1,40.8,0,Moderate,Too dry
0,0,44.4,39.8,0,Moderate,Too dry
0,0,45.7,39.5,0,Moderate,Too dry
0,0,45.5,40.7,0,Moderate,Too dry
0,0,44.5,41.9,1,Too hot,Too dry
1,1,46.6,42,1,Too hot,Too dry
1,1,48.4,41.5,1,Too hot,Too dry
1,1,47.7,41.5,0,Too hot,Too dry
0,1,45.4,42.3,0,Too hot,Too dry
0,0,44.3,39.7,1,Moderate,Too dry
0,0,44.4,39.5,1,Moderate,Too dry
1,1,46.8,39.7,0,Moderate,Too dry
0,1,44.6,39.6,0,Moderate,Too dry
0,0,47.2,39.8,1,Moderate,Too dry
1,0,47.2,41.2,0,Too hot,Too dry
0,1,48.5,42.3,0,Too hot,Too dry
0,0,47.1,39.9,0,Moderate,Too dry
0,0,48.5,39.7,0,Moderate,Too dry
0,0,47.4,41.1,0,Too hot,Too dry
0,0,45.3,40.2,0,Moderate,Too dry
0,0,46.1,42.9,0,Too hot,Too dry
0,0,47.7,40,0,Moderate,Too dry
0,0,47.1,40.5,0,Moderate,Too dry
0,0,46.8,42.3,0,Too hot,Too dry
0,0,44.2,43.2,0,Too hot,Too dry
0,0,46.2,40.3,0,Moderate,Too dry
0,0,47.2,41.8,0,Too hot,Too dry
0,0,45.2,40,0,Moderate,Too dry
0,0,41.8,41.3,0,Too hot,Too dry
0,0,46.8,42.8,0,Too hot,Too dry
0,0,43.4,43.2,0,Too hot,Too dry
0,0,46.8,42.7,0,Too hot,Too dry
0,0,46.9,39.8,0,Moderate,Too dry
0,0,44.5,40,0,Moderate,Too dry
0,0,43,43.3,0,Too hot,Too dry
0,0,43,42.7,0,Too hot,Too dry
0,0,46.9,40.5,0,Moderate,Too dry
0,0,46.8,39.9,0,Moderate,Too dry
0,0,41.5,41.2,1,Too hot,Too dry
1,0,41.7,43.6,1,Too hot,Too dry
1,1,44.2,40,0,Moderate,Too dry
0,1,46,40.4,1,Moderate,Too dry
1,0,45.6,43.1,1,Too hot,Too dry
1,1,41.2,40,0,Moderate,Too dry
0,1,45.6,40.2,0,Moderate,Too dry
0,0,46.6,41.8,0,Too hot,Too dry
0,0,42.5,43.2,0,Too hot,Too dry
0,0,45.2,43.2,0,Too hot,Too dry
0,0,46.6,42.4,0,Too hot,Too dry
0,0,45.5,41.8,0,Too hot,Too dry
0,0,42.7,38.1,0,Moderate,Too dry
0,0,45.3,37.6,0,Moderate,Too dry
0,0,49.2,38.9,1,Moderate,Too dry
1,0,50.8,40,1,Moderate,Well
1,1,50.5,40.1,0,Moderate,Well
0,1,48.2,38.5,0,Moderate,Too dry
0,0,47.4,38.8,0,Moderate,Too dry
0,0,49.2,40.2,0,Moderate,Too dry
0,0,51.3,38.7,0,Moderate,Well
0,0,48.6,37.8,0,Moderate,Too dry
0,0,49.2,38.5,0,Moderate,Too dry
0,0,50.9,39.8,0,Moderate,Well
0,0,51.6,38.5,0,Moderate,Well
0,0,49,39.7,1,Moderate,Too dry
1,0,49.2,37.8,0,Moderate,Too dry
0,1,47.9,38.2,0,Moderate,Too dry
0,0,50.7,39.8,1,Moderate,Well
1,0,52.1,39.6,1,Moderate,Well
1,1,49.7,37.7,0,Moderate,Too dry
0,1,48,38.5,0,Moderate,Too dry
0,0,51.1,40,0,Moderate,Well
0,0,51.8,39.3,0,Moderate,Well
0,0,47.8,38.3,0,Moderate,Too dry
0,0,48.5,37.7,1,Moderate,Too dry
1,0,49.9,39,0,Moderate,Too dry
0,1,52,40.1,0,Moderate,Well
0,0,51.3,39.9,0,Moderate,Well
0,0,48.8,39.1,0,Moderate,Too dry
0,0,48.3,38.1,0,Moderate,Too dry
0,0,48.9,37.7,0,Moderate,Too dry
0,0,50.4,39.1,0,Moderate,Well
0,0,52.2,39.9,1,Moderate,Well
1,0,51.2,39.7,1,Moderate,Well
1,1,48.3,38.5,1,Moderate,Too dry
1,1,49.7,37.7,1,Moderate,Too dry
0,1,51.9,39,1,Moderate,Well
1,1,51.3,40,1,Moderate,Well
1,1,48.8,40,1,Moderate,Too dry
1,1,48,39.2,1,Moderate,Too dry
1,1,48.6,38.3,1,Moderate,Too dry
1,1,50,37.7,1,Moderate,Well
0,1,51.9,39.1,0,Moderate,Well
0,1,51.1,40,1,Moderate,Well
0,0,48.9,39.8,1,Moderate,Too dry
1,1,48.2,39,1,Moderate,Too dry
1,1,48.6,38,0,Moderate,Too dry
0,1,49.9,40.1,0,Moderate,Too dry
0,0,47.8,39.7,0,Moderate,Too dry
0,0,47.6,38.8,0,Moderate,Too dry
0,0,48.7,38.3,1,Moderate,Too dry
0,0,50.4,39.8,0,Moderate,Well
0,1,51.8,40.1,0,Moderate,Well
0,0,49.2,39.6,0,Moderate,Too dry
0,0,47.8,38.6,0,Moderate,Too dry
0,0,47.9,37.7,0,Moderate,Too dry
0,0,49.1,39.9,0,Moderate,Too dry
0,0,51,40.1,0,Moderate,Well
0,0,51.3,38.4,1,Moderate,Well
1,0,48.9,37.8,1,Moderate,Too dry
1,1,47.5,39,1,Moderate,Too dry
1,1,49.4,40.1,1,Moderate,Too dry
1,1,51.2,40,1,Moderate,Well
0,1,50.8,39.3,1,Moderate,Well
0,1,48.3,38.3,0,Moderate,Too dry
0,1,47.5,37.7,0,Moderate,Too dry
0,0,48,39.3,0,Moderate,Too dry
0,0,49.3,40,1,Moderate,Too dry
1,0,51.3,39.7,1,Moderate,Well
1,1,50,38.9,0,Moderate,Well
0,1,47.9,37.9,0,Moderate,Too dry
0,0,47.5,37.9,0,Moderate,Too dry
0,0,48.3,39.5,1,Moderate,Too dry
0,0,49.8,40.1,0,Moderate,Too dry
0,1,51.3,39.7,0,Moderate,Well
0,0,49.5,38.9,0,Moderate,Too dry
0,0,47.6,37.8,0,Moderate,Too dry
0,0,47.4,38.2,0,Moderate,Too dry
0,0,48.3,39.4,0,Moderate,Too dry
0,0,49.8,39.8,1,Moderate,Too dry
1,0,51,39.3,1,Moderate,Well
1,1,49.2,38.4,0,Moderate,Too dry
0,1,47.6,37.6,0,Moderate,Too dry
0,0,47.7,38.7,0,Moderate,Too dry
0,0,48.8,39.9,0,Moderate,Too dry
0,0,50.7,39.9,0,Moderate,Well
0,0,50.7,39.2,1,Moderate,Well
1,0,48.3,38.2,1,Moderate,Too dry
1,1,47.1,37.7,1,Moderate,Too dry
1,1,47.6,38.9,1,Moderate,Too dry
1,1,48.8,39.9,0,Moderate,Too dry
0,1,50.8,38,0,Moderate,Well
0,0,50.3,37.8,0,Moderate,Well
0,0,48,39.3,1,Moderate,Too dry
0,0,49.2,40,1,Moderate,Too dry
1,1,51,39.7,1,Moderate,Well
1,1,49.6,39,0,Moderate,Too dry
0,1,47.6,37.8,0,Moderate,Too dry
0,0,47.2,37.9,0,Moderate,Too dry
0,0,48,39.4,0,Moderate,Too dry
0,0,49.6,40,0,Moderate,Too dry
0,0,51.2,39.6,0,Moderate,Well
0,0,49.5,38.7,0,Moderate,Too dry
0,0,47.6,38.1,0,Moderate,Too dry
0,0,47.3,39.5,0,Moderate,Too dry
0,0,48.3,39.9,0,Moderate,Too dry
0,0,51.1,38.6,0,Moderate,Well
0,0,49.3,37.6,0,Moderate,Too dry
0,0,47.6,38.6,0,Moderate,Too dry
0,0,48.3,39.8,1,Moderate,Too dry
1,0,50.4,39.8,0,Moderate,Well
0,1,50.7,38.1,0,Moderate,Well
0,0,48.2,37.7,0,Moderate,Too dry
0,0,47.3,39,0,Moderate,Too dry
0,0,49.1,39.7,0,Moderate,Too dry
0,0,50.9,38.9,0,Moderate,Well
0,0,49.9,38,0,Moderate,Too dry
0,0,47.2,37.8,0,Moderate,Too dry
0,0,47.9,40,1,Moderate,Too dry
1,0,49.2,38.8,0,Moderate,Too dry
0,1,50.9,39.9,0,Moderate,Well
0,0,47.3,39.3,0,Moderate,Too dry
0,0,47.9,37.7,0,Moderate,Too dry
0,0,46.9,38.9,1,Moderate,Too dry
0,0,47.4,40,1,Moderate,Too dry
1,1,50.3,40,1,Moderate,Well
1,1,50.1,38.1,0,Moderate,Well
0,1,47.7,39.1,0,Moderate,Too dry
0,0,46.8,40,0,Moderate,Too dry
0,1,48.6,39.8,1,Moderate,Too dry
0,0,49.2,38,0,Moderate,Too dry
0,0,47,39.5,0,Moderate,Too dry
0,1,46.5,40.2,0,Moderate,Too dry
0,0,50.1,39.8,0,Moderate,Well
0,0,48.5,37.9,0,Moderate,Too dry
0,0,46.7,38.2,1,Moderate,Too dry
0,0,46.6,39.6,0,Moderate,Too dry
1,0,49,40,1,Moderate,Too dry
0,1,50.3,39.6,1,Moderate,Well
0,0,48.4,38.7,1,Moderate,Too dry
1,1,46.8,37.7,1,Moderate,Too dry
1,1,46.6,38.5,1,Moderate,Too dry
0,1,47.5,39.8,0,Moderate,Too dry
0,1,49.2,40,0,Moderate,Too dry
0,1,49.8,39.5,1,Moderate,Too dry
0,0,47.5,37.7,0,Moderate,Too dry
0,0,46.2,40,0,Moderate,Too dry
0,1,46.2,38.3,0,Moderate,Too dry
0,0,49,37.8,0,Moderate,Too dry
0,0,49,39,0,Moderate,Too dry
0,0,45.6,39.9,0,Moderate,Too dry
0,0,47.6,39.8,0,Moderate,Too dry
0,0,49.4,37.9,1,Moderate,Too dry
0,0,48.7,37.7,0,Moderate,Too dry
1,0,46.6,38.5,0,Moderate,Too dry
0,1,46,39.9,1,Moderate,Too dry
0,0,48.1,40.2,1,Moderate,Too dry
1,0,48.9,38.5,0,Moderate,Too dry
0,1,49.3,39.9,1,Moderate,Too dry
0,1,46.9,39.7,1,Moderate,Too dry
0,0,45.6,38.3,1,Moderate,Too dry
1,1,47.2,38.4,1,Moderate,Too dry
1,1,46.8,39.9,0,Moderate,Too dry
1,1,45.9,40.1,0,Moderate,Too dry
0,0,47.1,39.4,0,Moderate,Too dry
0,0,49.1,38.5,0,Moderate,Too dry
0,0,46.8,37.6,1,Moderate,Too dry
0,0,45.5,38.6,1,Moderate,Too dry
0,1,45.9,39.8,1,Moderate,Too dry
1,1,47.1,39.9,0,Moderate,Too dry
1,1,49,38.2,0,Moderate,Too dry
0,0,49.1,37.8,0,Moderate,Too dry
0,0,47.1,39.2,0,Moderate,Too dry
0,0,46,39.9,1,Moderate,Too dry
0,0,47.7,39.6,1,Moderate,Too dry
0,1,49.6,38.8,1,Moderate,Too dry
1,1,48.4,37.8,1,Moderate,Too dry
1,1,46.2,38.3,1,Moderate,Too dry
0,1,45.7,39.8,1,Moderate,Too dry
0,1,46.3,40.2,0,Moderate,Too dry
0,1,48.2,39.6,0,Moderate,Too dry
0,0,49.3,38.7,0,Moderate,Too dry
0,0,47.2,37.7,1,Moderate,Too dry
0,0,45.6,38.5,0,Moderate,Too dry
0,1,45.6,40,0,Moderate,Too dry
0,0,46.8,40.2,0,Moderate,Too dry
0,0,48.7,39.6,0,Moderate,Too dry
0,0,49.4,38.6,0,Moderate,Too dry
0,0,46.8,37.8,0,Moderate,Too dry
0,0,45.5,38.8,1,Moderate,Too dry
0,0,46.7,39.9,0,Moderate,Too dry
0,1,48.7,40,0,Moderate,Too dry
0,0,48.8,39.2,0,Moderate,Too dry
0,0,46.8,38.3,0,Moderate,Too dry
0,0,45.8,37.7,0,Moderate,Too dry
0,0,46.3,39,1,Moderate,Too dry
0,0,47.5,39.8,1,Moderate,Too dry
1,1,49.4,38.8,1,Moderate,Too dry
1,1,48.7,37.8,1,Moderate,Too dry
1,1,46.9,37.9,0,Moderate,Too dry
1,1,46.3,39.4,1,Moderate,Too dry
0,0,47.1,40.1,0,Moderate,Too dry
1,1,48.5,39.6,1,Moderate,Too dry
0,0,49.8,38.6,1,Moderate,Too dry
1,1,48.1,37.7,0,Moderate,Too dry
1,1,46.2,38.5,0,Moderate,Too dry
0,0,46.1,39.7,1,Moderate,Too dry
0,0,47.2,39.9,1,Moderate,Too dry
1,1,49,39.2,1,Moderate,Too dry
1,1,49.2,38.8,0,Moderate,Too dry
1,1,47.3,39.9,0,Moderate,Too dry
1,1,46.1,39.9,1,Moderate,Too dry
0,0,46.4,39.2,0,Moderate,Too dry
0,0,49.1,38.2,0,Moderate,Too dry
1,1,46.8,37.8,0,Moderate,Too dry
0,0,46,39.1,0,Moderate,Too dry
0,0,46.3,40,0,Moderate,Too dry
0,0,47.6,39.8,0,Moderate,Too dry
0,0,49.4,39,0,Moderate,Too dry
0,0,48.7,38,0,Moderate,Too dry
0,0,46.4,38,0,Moderate,Too dry
0,0,46.6,39.5,1,Moderate,Too dry
0,0,47.9,40.2,0,Moderate,Too dry
0,0,49.5,39.7,1,Moderate,Too dry
1,1,47.7,38.8,1,Moderate,Too dry
0,0,45.8,37.8,1,Moderate,Too dry
1,1,45.7,38.6,0,Moderate,Too dry
1,1,46.7,39.9,1,Moderate,Too dry
1,1,48.3,40,0,Moderate,Too dry
0,0,49.1,39.3,1,Moderate,Too dry
1,1,47,38.3,1,Moderate,Too dry
0,0,45.6,37.9,0,Moderate,Too dry
1,1,46,39.4,1,Moderate,Too dry
1,1,47.3,40.2,1,Moderate,Too dry
0,0,48.9,39.9,1,Moderate,Too dry
1,1,47.5,39,1,Moderate,Too dry
1,1,45.5,38,1,Moderate,Too dry
1,1,45.1,38.2,1,Moderate,Too dry
1,1,46,39.7,1,Moderate,Too dry
1,1,47.5,40.3,1,Moderate,Too dry
1,1,48.9,39.8,1,Moderate,Too dry
1,1,47.1,38.8,1,Moderate,Too dry
1,1,45.3,37.8,1,Moderate,Too dry
1,1,45,38.6,1,Moderate,Too dry
1,1,46.1,40,1,Moderate,Too dry
1,1,47.9,40.1,1,Moderate,Too dry
1,1,48.8,39.5,1,Moderate,Too dry
1,1,46.4,38.5,1,Moderate,Too dry
1,1,45.4,37.7,1,Moderate,Too dry
1,1,45.7,38.8,1,Moderate,Too dry
1,1,46.8,40,1,Moderate,Too dry
1,1,48.7,40,1,Moderate,Too dry
1,1,48.7,39.4,1,Moderate,Too dry
1,1,46.6,38.4,1,Moderate,Too dry
1,1,45.6,37.7,1,Moderate,Too dry
1,1,45.8,38.9,1,Moderate,Too dry
1,1,46.9,40,1,Moderate,Too dry
1,1,48.8,39.9,0,Moderate,Too dry
0,1,48.5,39.2,0,Moderate,Too dry
0,1,46.3,38.1,1,Moderate,Too dry
1,0,45.5,37.9,1,Moderate,Too dry
1,0,46,40.1,1,Moderate,Too dry
1,1,47.3,39.7,1,Moderate,Too dry
1,1,49,38.9,1,Moderate,Too dry
1,1,47.7,37.8,1,Moderate,Too dry
1,1,45.9,38.3,1,Moderate,Too dry
1,1,45.6,39.7,1,Moderate,Too dry
1,1,46.3,39.8,1,Moderate,Too dry
1,1,47.9,39,1,Moderate,Too dry
1,1,48.9,37.9,1,Moderate,Too dry
1,1,46.9,37.9,1,Moderate,Too dry
1,1,45.6,39.3,1,Moderate,Too dry
1,1,46.2,40.1,0,Moderate,Too dry
0,1,47.6,39.8,1,Moderate,Too dry
1,1,49.1,38.9,1,Moderate,Too dry
1,1,47.8,38.3,1,Moderate,Too dry
1,1,45.6,39.8,1,Moderate,Too dry
1,1,45.1,40.1,1,Moderate,Too dry
1,1,46,39.5,1,Moderate,Too dry
1,1,47.6,38.5,1,Moderate,Too dry
1,1,48.6,37.7,1,Moderate,Too dry
1,1,46.5,38.8,1,Moderate,Too dry
1,1,45,39.9,1,Moderate,Too dry
1,1,45.1,38.1,1,Moderate,Too dry
1,1,46.3,37.9,1,Moderate,Too dry
1,1,48.2,39.6,1,Moderate,Too dry
1,1,48.1,38.7,1,Moderate,Too dry
1,1,45.9,37.7,1,Moderate,Too dry
1,1,46.8,38.2,1,Moderate,Too dry
1,1,48.7,40.2,1,Moderate,Too dry
1,1,45.4,40,1,Moderate,Too dry
1,1,45,39.2,1,Moderate,Too dry
1,1,45.8,38.1,1,Moderate,Too dry
1,1,47.5,37.9,1,Moderate,Too dry
1,1,48.6,39.5,1,Moderate,Too dry
1,1,45.3,40,1,Moderate,Too dry
1,1,44.5,39.5,1,Moderate,Too dry
1,1,45.1,37.7,1,Moderate,Too dry
1,1,46.5,38.5,1,Moderate,Too dry
1,1,48.3,39.9,1,Moderate,Too dry
1,1,46.7,40.1,1,Moderate,Too dry
1,1,45,39.5,1,Moderate,Too dry
1,1,44.9,38.8,1,Moderate,Too dry
1,1,47.6,40.1,1,Moderate,Too dry
1,1,48.1,40,1,Moderate,Too dry
0,1,46,39.2,0,Moderate,Too dry
0,1,44.7,37.6,0,Moderate,Too dry
1,1,44.8,39.6,1,Moderate,Too dry
1,0,45.9,38.8,1,Moderate,Too dry
1,0,47.9,37.8,1,Moderate,Too dry
1,1,45.4,37.8,1,Moderate,Too dry
1,1,44.8,39.3,1,Moderate,Too dry
1,1,45.3,39.8,1,Moderate,Too dry
1,1,48.5,39.3,1,Moderate,Too dry
1,1,45.2,38.3,1,Moderate,Too dry
1,1,45.8,37.5,1,Moderate,Too dry
1,1,47.4,38.5,1,Moderate,Too dry
1,1,49.1,39.7,1,Moderate,Too dry
1,1,47.5,39.7,1,Moderate,Too dry
0,1,45.7,38.9,1,Moderate,Too dry
1,1,45.6,38,0,Moderate,Too dry
1,1,46.6,37.6,1,Moderate,Too dry
1,0,48.4,38.9,1,Moderate,Too dry
0,1,48.5,39.7,1,Moderate,Too dry
1,1,46.3,39.5,0,Moderate,Too dry
